id	qid1	qid2	question1	question2	is_duplicate
162268	137914	104093	Which are the best IAS coaching centers in india?	Union Public Service Commission (India): What are some good IAS coaching centers in Mumbai?	0
162269	31806	93521	How do I get a slim face?	My face is fat. How do I slim down my moon face?	1
162270	4639	101810	Why can I not add my friend back on Snapchat?	Why won't snapchat add someone?	0
162271	186562	61000	What is indicative of someone with borderline personality disorder?	What are the symptoms of borderline personality disorder?	1
162272	10819	36668	You've got 24 hours to live, how will you spend your last day on Earth?	What if you got to know that this world will end tomorrow, and you just have 24 hours to live, What are the last things you would like to do?	1
162273	252652	252653	What is the difference between Turk, Turkish and Turkic?	What's the difference between Turkic and Turkish?	0
162274	1025	165044	What is the best place to have sex from?	What time of the day is best for sex?	0
162275	252654	51663	Who is marking my question on Quora as needing improvement and what are their reasons?	"What should I do if Quora marks my question as ""Needs Improvement""?"	0
162276	252655	252656	How do you know that you're fucked up?	When you came to know that you are fucked up?	1
162277	252657	252658	Is it illegal If a 17 year old boy gets a 15 year old girl pregnant in Tennessee?	How a 15 years old girl get into modeling in Morocco?	0
162278	121257	252659	"Which is worse for the engine, putting diesel in a ""petrol car"" or petrol in a ""diesel car""?"	I drive about 2500Km a month in Delhi. Should I buy a diesel or petrol engine car for the purpose?	0
162279	252660	252661	Why the boiling point is not a colligative property?	How is the boiling point affected by colligative properties?	0
162280	252662	252663	What are some common misconceptions about the Scandinavian countries?	How does writing an article in law review help you to become an actual practicing lawyer?	0
162281	252664	252665	What are the best TV series worth watching in the English language?	Which are the best english TV series I should watch now?	1
162282	252666	252667	Does the Implanon (birth control) has a side effect of gaining weight?	Why are all diets about losing weight? I need to gain weight fast and effectively?	0
162283	48397	252668	How do I take decision?	Is always the rational decision the best decision?	0
162284	252669	252670	Is CarRentals.com reliable?	Is tradingeconomics.com reliable?	0
162285	252671	252672	How can I become a call boy in  Bangalore?	How do I be a call boy in Bangalore?	1
162286	14926	114804	What is the best way to lose weight and not gain it back?	What is the best way to reduce weight?	1
162287	252673	252674	Why did Drew Seeley sing for Zac Efron in High School Musical?	What is the Snapchat of Zac Efron?	0
162288	252675	47316	What are some of the worst questions asked on Quora?	What are the wittiest and funniest questions on Quora?	1
162289	252676	35812	Can I use a VPN to access iOS apps in United Kingdom?	I am looking to do a 3 year Law degree (LLB) in United Kingdom. How can I become a Lawyer in the United States (specifically New York)?	0
162290	252677	252678	What causes the glow of luminescent sea life?	What is the significance of bioluminescence?	0
162291	252679	252680	Why did Socrates hate democracy?	How do I enhance my english speaking skill?	0
162292	252681	252682	What do I need to know when starting a fabless company?	How many people do you need to start a good company?	0
162293	252683	252684	How difficult is renting an apartment for a month in Berlin?	What's the best way to find/rent an apartment in Berlin?	0
162294	205642	252685	Do you think Trump wrote his immigration policy speech or was it written by someone else like the Center for Immigration Studies?	Is it a bad idea to go for graduate school or to immigrate to another country if I don't want to work for someone else too long?	0
162295	85757	85526	Why is India bothered about CPEC?	Why is India frustrated and upset by Pakistan CPEC?	1
162296	140268	252686	In a non-leap year, which is greater: the mean number of days per month or the median number of days per month?	What is the average number of days on which you do not receive any email in a 365-day year, given that average number of emails received per day is 5?	0
162297	32863	90083	What is a good website for free ebooks?	What are the sites to download free eBooks?	1
162298	252687	159090	How and when did you lose your virginity?	Why did you lose your virginity?	0
162299	252688	252689	How do you get rid of bugs under the bed?	How do you get rid of bugs that live in your beds?	1
162300	252690	252691	How long do attack dogs live?	How long do dogs live?	0
162301	49775	149810	Which is better: Ps4 or Xbox one?	Which is better PS4 or Xbox one?	1
162302	252692	252693	What are some tips for when you are building your own laptop from scratch?	What is the best way to build your own laptop from scratch?	1
162303	252694	252695	What is a good inpatient drug and alcohol rehab center in Collier County FL?	What is a good inpatient drug and alcohol rehab center in Gulf County FL?	0
162304	252696	252697	How can we contact you?	How can I contact you?	1
162305	252698	252699	Is memory interleaving useful in a system with pipeline processing?	What will appear after registration?	0
162306	252700	252701	What are some sad indie songs?	What are some good, sad indie songs?	1
162307	252702	252703	What did some famous mathematicians do when they were young (under 20)?	What is the routine of most famous scientists and mathematicians?	0
162308	252704	252705	What are some interesting open source projects in Cryptography?	How beneficial is joining open source project?	0
162309	8222	98471	How should I forgive myself?	How do you forgive?	0
162310	22743	252706	What should I do if Amazon delivers a package to my door and then the package disappears (presumably because a passer-by might have taken it)?	How is it cheaper to pay staff a low wage and make them work overtime than hire more qualified staff at a higher wage to work more reasonable hours?	0
162311	22376	252707	In India what is the difference between a cognizable offence and non cognizable offence?	How does a civil offence differ from a criminal offense?	0
162312	252708	252709	How much do you earn by affiliate marketing?	How much you can earn by being affiliate of Kachhua?	0
162313	252710	243814	When was the Punnett Square developed?	How do you do a Punnett square?	0
162314	252711	252712	Is the movie My Name is Khan based on a true story?	What is your review of My Name Is Khan (2010 movie)?	0
162315	252713	2026	Who do you think will win the 2016 US presidential elections and whom do you want to win and why?	Who will win the 2016 U.S. presidential election and why?	0
162316	246620	252714	What is the difference between the left wing and the right wing? What is the difference on a basic level & on a hardcore politician level?	Is Al-Qaeda more right wing or left wing?	0
162317	252715	252716	What are the tradeoffs of client-side rendering vs. server-side rendering?	What are some good ways to render JSON as HTML on the browser-side using JavaScript?	0
162318	252717	252718	What are some of the rock bands that are close to Pink Floyd's style?	Can anyone suggest me bands like Pink floyd?	1
162319	28488	23782	180*0::2.5.1::4.9*1.9 ^! |! Avg Antivirus Tech Support Customer care Service Number?	Instant support @! 1800:||:2,5.1:||:49.1,9 for Avg Antivirus Tech Support phone number?	1
162320	13016	2083	What happens if I report an account on Instagram will that person find out it was me?	How do I know why I was blocked from Instagram?	0
162321	252719	252720	Why does Canada still accept Queen Elizabeth as its head of state?	Who is Canada's head of state?	0
162322	252721	36480	Why isn't anyone answering my questions?	Why wont anyone answer my questions?	1
162323	252722	252723	Did the US win the war in Afghanistan?	Can the US win the war in Afghanistan?	0
162324	154458	252724	Does Emma Watson have a boyfriend?	What does Emma Watson do?	0
162325	56613	29608	What will be the effect of possible war between India and Pakistan on Indian Stock market?	What will be the disaster effect, if nuclear war breaks out between India and Pakistan?	1
162326	181571	233442	What is the importance of education to the United States and how are their views of education different from Hungary's?	What is the importance of education to the United States and how are their views of education different from Germany's?	0
162327	150151	230544	What are the most charming small towns in Turkey?	What are the most charming small towns in Germany?	0
162328	173509	95923	How do I identify a sociopath?	How does one recognize a sociopath?	1
162329	252725	252726	Where can I find reviews for the Philips Norelco g370 charger?	My Philips QT4005 (trimmer) charger has stopped working. It's hardly been a week since I bought it. What should I do?	0
162330	252727	252728	Is the day following your birthday the most gloomy day of your life?	How can I make my today's day the most memorable day of my life (It's my birthday today)?	0
162331	198910	22286	Is there any proof that Extra Terrestrial person live?	What is the most convincing proof for extra terrestrials?	1
162332	252729	252730	What is the syllabus of the GATE for mechanical engineering?	What is the syllabus of the GATE?	0
162333	252731	252732	How do carbon dioxide be converted into oxygen?	How can I convert carbon dioxide into oxygen?	1
162334	252733	252734	Don't know what happen to my friend (girl) stopped messaging to me or talk to me..no reason what to do?	Which combat sport currently generates more money: MMA (UFC) or Boxing?	0
162335	24614	252735	What to do with the so-called jew?	Do American men who wear yarmulkes in professional settings do so more for religious reasons, or more because they want to culturally affiliate with other Jews?	0
162336	118396	252736	What is the antonym of “funny”?	What is the antonym of abbreviation?	0
162337	252737	252738	What is so great about Harry Potter - the series?	What did you hate the most about Dumbledore in the Harry Potter series?	0
162338	54602	137070	Can I increase my IQ?	How can I expand my IQ?	1
162339	252739	252740	What are some tips for ignition cylinder replacement?	How do you replace a ignition lock cylinder?	0
162340	252741	252742	Dinosaurs lived around 100 million years ago. Humans appeared around 2 million years ago. What happened in between?	If dinosaurs as well as most life was extinct about 65 million years ago, how do we have life now?	0
162341	252743	189129	How do I get American channels like CBS, FOX, AMC in India with the DishTV service provider?	On Roku, can I get network channels (ABC, ABC Family, NBC, CBS, FOX, CW) and view full episodes of current shows? Is it free or only through subscription services like HuluPlus?	0
162342	252744	252745	Who is the present Governor of RBI?	How is governor of RBI appointed?	0
162343	252746	252747	Are there any good reasons to make all criminal defenders public rather than paid for? Or would the system all fall apart?	Should wealthy people be forced to use the same defense attorneys that poor people use?	0
162344	31548	12825	If I delete my WhatsApp account permanently, will my friends still be able to see the previously sent messages (from me) on their phones?	If I block a person on WhatsApp and if the person happens to be in WhatsApp groups of which I am also a part of, will I still be able to see his/her messages in the group?	0
162345	252748	252749	Was Prophet Muhammad a black African?	Who killed prophet Muhammad?	0
162346	252750	252751	Why is the cure to tintu virus not been created yet? Why Are the people across world not working to invent cure virus? Are human too lazy to do it?	Why have humans not invented a cure for cancer when we are able to manipulate atoms?	0
162347	252752	252753	How do I become a nerd?	What should I do to be a nerd?	1
162348	252754	184231	In how much time can I learn Python?	Why should I learn Python if I already know Java?	0
162349	252755	252756	What was the funniest photo ever taken?	What is the funniest photo you have ever taken?	1
162350	87072	104860	What are tracer rounds? Are they legal for the public to possess in the state of Colorado?	What are tracer rounds? Are they legal for the public to possess in the state of Idaho?	1
162351	252757	252758	Why the ones we love doesn't stay?	What are the chemical formulas for Magnesium Sulfate, Nickel Chloride, and Copper (II) Sulfate with Water?	0
162352	106927	252759	Why would somebody text me first, but then deliberately ignore my message for hours when I reply?	Why does a guy try to bring me down when I haven't inflicted any harm on him? In fact he only messages me so that he can ignore me when I reply him.	0
162353	252760	252761	What kinds of things really make you laugh? Why?	What kinds of things really make you laugh?	1
162354	252762	163749	What can you substitute for apple cider vinegar that has similar health benefits?	What is the best substitute for apple cider vinegar?	1
162355	252763	252764	What are the differences between SAP and ERP softwares?	Is there a difference between ERP software and a web koisk?	0
162356	252765	7341	What is it like to live in San Francisco in 2015?	What is it like to live in San Francisco?	0
162357	35940	184724	How can I earn money as a student?	How can I earn as a student?	1
162358	252766	252767	What is the best tool to optimize images for the web?	What is the best image format for web?	0
162359	4905	212788	What are some good non-fiction books that I should read?	Which are the best non fiction books you have read?	1
162360	252768	252769	How can I choose between 2 cities to live in?	Why is Target so successful?	0
162361	252770	227205	Are you single? Why?	Are you single? Why or why not?	1
162362	252771	252772	Why am I unable to ping another computer in the same local network?	Is computer networking and network computing the same thing? If not, what's the difference?	0
162363	49659	251500	Where can I get a list of U.S. family offices?	Where can I get a list of family offices in China?	0
162364	252773	252774	Do rhinoceros have any predators?	What are rhinoceros predators?	1
162365	252775	252776	Does Civilization 6 have a large toll on the system you are running it on?	A computer program needs certain amount of RAM to run. How is that decided? Does it largely depend on size?	0
162366	252777	252778	What is your to-read list?	What's a reading list?	0
162367	252779	252780	Why is 21 Pilots unique?	What effects do Maruchan soups have in your organism?	0
162368	252781	252782	How do you become a Starbucks gold member?	Why is Starbucks so popular?	0
162369	252783	252784	I feel like if there is something in my eye but there is nothing, why?	What should I do if I feel like I have something in my eye?	0
162370	72957	68209	What would be the best book to begin with for Java?	What is the best book for beginners to learn java?	1
162371	422	252785	If Hillary Clinton can no longer serve as the Democratic nominee how would her successor be chosen?	If Hillary Clinton is assassinated before the election, how will the Democratic nominee to replace her be chosen?	1
162372	252786	252787	How could we theoretically enhance speed?	What makes Islam attractive to prisoners and convicts?	0
162373	252788	252789	What is a good weight gain supplement for a tall, skinny guy with high metabolism and IBS?	I am feeling desperate about my studies what should I do?	0
162374	111546	132729	What would the world look like if the Nazis won the war?	What would the world be like if the Nazis had won?	1
162375	252790	252791	What are the easiest software companies to join?	How do I get out of this IT company and join some real software company?	0
162376	102820	182287	Will starving yourself make you lose weight?	Would starving yourself make you lose weight faster?	1
162377	72439	102886	How should I start learning Python for Data Science?	How do I start learning Python modules?	1
162378	235596	21056	Can you get pregnant 4 days before ovulation?	Can I get pregnant the day before ovulation? Why or why not?	0
162379	252792	252793	Does Yayoi kusama has a mental disorder?	What are some rare and strange mental disorders?	0
162380	252794	252795	How do intermediaries and public's affect the business in transport services of any kind?	What kind of software do you need for your business?	0
162381	128216	144375	How do I get winter internship at iit for electrical student?	How do I get internship at any of the IITs or IISc?	1
162382	252796	252797	How can a newbie learn the Protractor testing tool for AngularJS?	Why is it better to learn ReactJS rather than AngularJS for a newbie?	0
162383	252798	252799	How does Facebook arrange the order of the people who like your photo or status?	How is it that Facebook can request photos of people's license or ID in order to either ban them or have their name changed?	0
162384	252800	252801	What are some things to do while visiting Lebanon that a tourist might not know about?	What are some things to know before visiting Lebanon?	0
162385	105498	252802	: I have small pimple inside right testicle on uper side and feel pain on touch this particle can i cure without any medical trearment urologist?	I am worried, as I just noticed swelling on my upper back & I feel like a part of my upper spine is bulging out. Is this because of sitting wrong/my sleeping posture? Can it be made right?	0
162386	252803	252804	Should healthcare be free for everyone? Why or why not?	Healthcare should be free?	1
162387	220760	5241	What should I do to learn new language?	How do I quickly and efficiently learn a new language?	0
162388	252805	252806	Which countries are a part of Europe?	How many countries are there in Europe?	0
162389	252807	252808	Canada: In Canada, is Canadian PR as good as Canadian Citizenship for practical purposes?	Can a parent or relative living on sponsored Canadian PR, work in Canada?	0
162390	252809	4087	How do you fist a girl?	My boyfriend wants to have anal sex with me; will it hurt or feel good?	0
162391	252810	55479	What series would you recommend on Netflix?	What movie should I watch on Netflix?	1
162392	252811	252812	What are the all time best songs about loving yourself?	What are the best songs about loving yourself?	1
162393	252813	252814	What are some lesser-known sights to see when visiting Chillán, Chile?	What are some lesser-known sights to see when visiting Iquique, Chile?	0
162394	252815	252816	How accurate are horoscopes, astrology, numerology, etc?	If numerology/astrology worked, would it mean that we are living in a simulation?	0
162395	85165	14927	How do I lose weight ayurvedically?	How do I lose weight without quitting?	1
162396	165823	252817	What are the characteristics of Hogwart's houses in Harry Potter? What is their role and what do they represent?	Were there any notable British actors who did not get a role in Harry Potter?	0
162397	252818	252819	How have the uses of sucrose changed over time?	Is it advisable to apply to different colleges with different majors?	0
162398	252820	129371	Why did Prophet Muhammad (P.B.U.H) from Mecca became a prophet?	Who is Prophet Muhammad?	0
162399	191934	252821	Why does Quora sometimes mark questions needing improvement even before I have the time to write the question details?	Why does Quora mark some questions as needing improvement faster than a human can read them?	1
162400	252822	252823	It has been said the BBC had broken some agreements about the India's Daughter documentary. What are those? What action is being taken for this?	"Will the documentary ""India's Daughter"" actually offend Indian audiences?"	0
162401	252824	252825	In a startup, how long does $1 million funding usually last?	How long does it take (unless it varies) for a startup to get the money from a funding round?	0
162402	132103	252826	What is the most demanded OpenStack certification?	What is the most popular IT certification by number of holders?	0
162403	42062	8030	How can I get rid of keratosis pilaris at home?	How do I get rid of keratosis pilaris?	1
162404	252827	252828	How similar is Russia Bratva in real life compared to Russian Bratva in Arrow TV show?	Why would an ex or current Russia FSB member handle security for a small sect of the Bratva?	0
162405	252829	252830	How can I reduce my weight by 10kg and become trim and fit in one month?	How do I reduce my weight by 10kg in one month?	1
162406	39526	252831	How do I learn neural networks?	What is the best way to learn neural networks?	1
162407	7016	10322	How can I lose weight safely?	How can I lose 4kg weight?	1
162408	252832	252833	What is the web site for Westinghouse?	Will I get medical college with 2403rank in kcet?	0
162409	252834	252835	Me and my boyfriend are breaking up cause we don't have future, should I move on or wait for him to come back resolving his problems What should I do?	Which is the best current affairs magazine to follow for the bank PO exams?	0
162410	61456	1812	Why has the Tata Sons Board voted to remove Cyrus Mistry as chairman?	Why TATA sons replaced Cyrus Mistry to Ratan TATA?	1
162411	187680	252836	Should I have one or two YouTube channels? I want to have a channel for like skits, challenges, vlogs, pranks, fishing and hunting?	Should I continue my lame YouTube singing channel or start a new one, a channel about lifestyle and fashion?	0
162412	252837	252838	What are the best aspects of living in Reading, UK as a young adult?	What are the best aspects of living in Glasgow, UK as a young adult?	0
162413	252839	252840	What is selective pressure?	What is selection pressure?	1
162414	252841	252842	What are the chances that ISRO will recruit engineers in 2017?	What are the chances of ISI agents working in ISRO?	0
162415	252843	252844	Has anyone been contacted for the Microsoft explore program 2016?	What programming skills would behoove a student applying for the Microsoft Explore Program or Google Engineering Practicum?	0
162416	252845	252846	What is freebasics?	What is freebasics by Facebook?	0
162417	252847	252848	How should I study for engineering first year?	How do I study for first year engineering?	0
162418	252849	252850	What is conceptual analysis?	What is a conceptual model?	0
162419	72725	252851	How do you fall asleep fast when you are not tired?	Why does it take me at least 1 hour every night to fall asleep, even when very tired?	0
162420	17231	10695	Forgot my Facebook password and email password. How can I log into Facebook?	How do I log in my Facebook account if you forgot your password?	1
162421	252852	252853	When is Amniocentesis performed?	What is amniocentesis in biology and how is it used?	0
162422	252854	252855	Modi taunted 1.3 billion people at Japan on demonetization with laughter, day later he is weeping like a kid? Why Modi is so inconsistent?	Is Xiaomi going to release the Mi notebook air in India?	0
162423	109131	252856	Is vaping without nicotine bad for you?	How bad is it to get nicotine in your mouth?	0
162424	35060	1834	What are the best romcom movies?	What are the best romantic comedy movies?	1
162425	182618	252857	How can I increase my concentration?	How I increase my focus in study?	1
162426	14958	162765	Where can you find out what needs to be improved if your question was marked for needing revision?	What should I do when someone marks my question as needing improvement?	1
162427	252858	252859	How can you uninstall iMesh from your computer?	How can you uninstall iMesh from your PC?	1
162428	157947	252860	Which is the good broadband providers in Bangalore?	Which is the best broadband provider in bangalore?	1
162429	252861	252862	Is pork roll and eggs an unhealthy breakfast?	Is it okay if we eat two eggs daily in our breakfast?	0
162430	75237	15970	How do I apply for pan card (lost)?	How do I apply for PAN Card?	1
162431	110344	122157	How should I study for CA CPT to get a rank?	How do I get a rank in CA CPT and is two months of preparation enough to get it?	1
162432	252863	51031	How cheating is different from lying?	What are the differences between cheating and lying?	1
162433	69715	252864	Will the iPhone 6 be the most technologically advanced phone on the planet so far?	What is the most disappointing aspect or feature of the new iPhone 6?	0
162434	252865	252866	What are the main differences between French culture vs American culture?	How is American culture different from that of the French?	1
162435	252867	252868	Inspiron 13 7000 series or XPS 13 or Macbook Pro 13 or Macbook Air 13: I am a developer works on Ubuntu OS. Which one should I buy?	Which color could go well with the following color?	0
162436	252869	252870	Give me some names of famous GSB people and their contribution to industry in India?	What does it mean to have a personal relationship with Krishna, Jesus, Allah or Yahweh?	0
162437	252871	252872	Who should have won the 2012 Nobel Prize in Physics?	Who should have won the 2013 Nobel Prize in Physics?	0
162438	252873	252874	What are some of the best ways to save money at an airport?	What is the easiest way to save money?	0
162439	252875	252876	What was the marketing budget for Subway Surfer?	What is the marketing budget of subway surfer?	0
162440	133195	77023	How do you make money?	What is the best way to to make money?	0
162441	252877	252878	If you are too ugly to date, is it better to have sex with prostitutes or stay alone?	I'm a 14 years old boy and I had sex with a 12 years old girl, with her consent. Is there anything wrong?	0
162442	252879	51821	What are the advantages and disadvantages of swirl motion inside IC engine?	Can we use two fuel injectors in a diesel engine?	0
162443	2929	37759	What happens to a question on Quora if it is marked as needing further improvement?	What should I do if my question is being marked instantly as needing improvement but I don't know why?	1
162444	252880	252881	Is the 2016 MacBook Pro worth it for programmers?	Is it worth it to buy a MacBook Pro 2015 instead of the new MacBook 2016 model?	0
162445	252882	252883	Advice for getting a store/sales associate job at free people or urban outfiters?	How can I get a job with Free People?	0
162446	252884	252885	Can I connect my PS3 to my laptop and use it as a screen?	Can I connect my iPad to my PS3 to use it as a mic?	0
162447	252886	252887	What is Hillary Clinton's reaction to the Vergara decision today -- a California judge ruling against teacher tenure?	Which high-profile Democrats are publicly criticizing today's decision by a California court ruling against teacher tenure?	0
162448	252888	252889	What are some best conversations you have overheard?	What is the most interesting conversation you have ever overheard?	0
162449	252890	252891	What country would you never return to?	Which country will you never visit?	1
162450	252892	252893	Game of Thrones: How did the faith of the seven, the most powerless of the gods, become so prevalent in the South?	Why is Game of Thrones the most pirated show today?	0
162451	210078	252894	What is the Environmental impacts of using coal?	What is the environmental impact of burning coal?	1
162452	209109	252895	What is the fastest brownie recipe?	What are the best brownies?	0
162453	252896	252897	How long it will take to learn html?	How long does it take to learn HTML?	1
162454	252898	252899	What are some types of hairstyles that suit a male with a square face wearing glasses?	What are some types of hairstyles that suit a male with an oval face wearing glasses?	0
162455	252900	252901	How good a Phil Barone saxophones?	What are Phil Barone saxophones?	0
162456	6668	7331	Between Java and Python, which one is better to learn first and why?	I learned Python and now I want to learn an OOP language. Should I learn Java or C++?	0
162457	252902	252903	Why is Spider-Man criticised?	What is Spider-Man's weakness?	0
162458	184181	252904	Does a proper push-up imply that the chest must touch the floor?	How much body weight is used on a push up?	0
162459	252905	252906	What are the interesting movie mistakes in bollywood?	What are some interesting examples movie mistakes in popular Bollywood movies?	1
162460	252907	252908	"What 'is the meaning of ""account balance""?"	What does it mean if my account balance is negative?	0
162461	252909	252910	My 13 year old daughter is suffering from dehydration and she wants to bathe but feels very weak, should I help bathe her or would it be too weird?	My daughter is 2.5 years old and quite small for her age (22.5 lbs). In the last year and a half she’s put on just 3 lbs. She’s constantly moving but only eats very small amounts. I try to give her a balanced diet. Should I be giving her a high-fat diet to support her growth?	0
162462	165957	117501	What is the First Amendment?	What is The First Amendment? Why is it important?	1
162463	252911	51663	Why does this question need improvement? I feel Quora is hounding me.	"What should I do if Quora marks my question as ""Needs Improvement""?"	0
162464	47114	166753	How do I add an image to my question?	How do you upload an image on a Quora question?	1
162465	252912	252913	How do human and plant cells differ?	How do animal cells and plant cells differ?	1
162466	252914	252915	Is Antonie Griezman a good buy for Manchester United?	Does Manchester United really need Zlatan?	0
162467	107377	107409	"What is the meaning and origin of the idiom ""once in a blue moon""?"	"What is the simple meaning of ""once in a blue moon""?"	1
162468	252916	252917	What is the meaning of my dream?	What is the meaning of dreams?	0
162469	252918	252919	How does the Walk Score work on Zillow?	How much did Redfin pay for Walk Score?	0
162470	252920	252921	How can I become a successful journalist?	What do I do to become a successful journalist.?	1
162471	252922	63298	How can I get started in Commercial Real Estate?	Where do I start in real estate?	0
162472	252923	252924	What is Martin Scorsese like in person?	Where does Gangs of New York rank among Martin Scorsese's movies?	0
162473	252925	252926	How can you determine the formula for heat combustion?	What is the correct formula to calculate heat of combustion?	1
162474	252927	252928	What are the main qualifications to be acquired for a fresher to become a business analyst?	Why are some people who live alone still happy?	0
162475	252929	252930	Will yongnuo RF 603 ii RF triggers allows High speed sync triggering?	Do a RF engineer needs to climb on the tower?	0
162476	181269	137989	Should I buy an iPhone 5s in 2016?	Is it worth buying iphone 5s in 2016?	1
162477	252931	252932	What does mail semen taste like?	How do I write bid in Fiverr?	0
162478	252933	252934	How is the word 'ominous' used in a sentence?	"How is the word ""ominous"" used in a sentence?"	1
162479	40994	138620	What are the career option after graduation in electrical engineer?	What are career options after graduating in electrical engineering particularly in the circuit design area?	1
162480	252935	252936	How many pints of blood are in a human body?	Why do we vomit after seeing a human body covered with blood in an accident?	0
162481	252937	252938	Does colonialism still exist today?	Are there still colonized countries today?	1
162482	252939	55323	How does Brexit affect Indian economy?	How does Brexit affect India?	1
162483	252940	252941	Is Low TDS water harmful?	Is drinking soft water bad for your health?	0
162484	196601	252942	What's the main purpose of a website?	What is the main purpose of science?	0
162485	252943	252944	Why do the New Zealand ATMs give only NZ$ 20 banknotes most of the time?	I plan to migrate to New Zealand. What are the best part time jobs in New Zealand?	0
162486	83890	252945	Does magic really exist in the world?	Why does magic exist?	0
162487	105566	127593	How do I start a food truck business in India?	How do I start a food truck business in Hyderabad?	0
162488	252946	252947	Can US agents carry concealed weapons and operate armed in the UK?	Where can I buy Concealed Carry Weapon Permit Online?	0
162489	252948	252949	Why can't I add someone back on snapchat although I can see their name pop up in the search bar?	Can I stop head bar notification pop-ups on Quora?	0
162490	109334	252950	"In French, how do you say ""my love""?"	"In French, how do you say ""kisses""?"	0
162491	252951	233910	How do I find a good accountant?	How can I find a good accountant?	1
162492	149436	188585	How's the life at IIT?	How's life like at IIT?	1
162493	252952	136532	How can we walk?	What is the best way to walk?	0
162494	150521	252953	How much does Twitter pay a new grad software engineer?	How much does Palantir pay a new grad software engineer?	0
162495	252954	252955	How do I know that my spectacle lens bought from Lenskart is an original British optics lens?	Lenskart is selling British optics lenses. When I asked on the customer care, they said that there is no direct website. Who knows about this company?	0
162496	252956	252957	What's the most developed method to teach English to children?	Is there a difference between fatty acid and fatty acetyl Co A?	0
162497	252958	122168	What are the best Hindi songs for Karaoke?	What are the best Hindi songs?	0
162498	252959	252960	When will Flipkart release an iOS app?	Will Flipkart survive?	0
162499	36925	9349	How do I improve English writing skills as well as the ability to analyse texts as an English learner?	How can I improve my English writing skills by myself?	1
162500	5555	76078	I wanna start preparing for ias exam, how should I proceed?	How do I start preparing for IAS prelims?	1
162501	252961	252962	What Top Writer has the lowest average number of upvotes per answer?	What is the average number of A2A's that top writers get?	0
162502	252963	252964	What is one remarkable thing you've witnessed at a funeral?	What are some things funeral directors won't tell you?	0
162503	252965	252966	Does clock speed matter in gaming?	How does the clock speed of a laptop matter in gaming?	0
162504	11171	252967	What is mining engineering?	What is mining engineer?	1
162505	252968	252969	India being part of BRICS, Is the only country that didn't host a major world sport event. How to look at this?	Could someone explain what intuition is, and how it is used, from a Shamanic point of view?	0
162506	252970	252971	What are Karl Marx's theories on socialism?	What are Karl Marx theories on law?	0
162507	252972	252973	Whate is DASA in NIT?	Does my master thesis advisor need to be an expert in my field of research?	0
162508	252974	252975	Is a 24 year old guy still considered young or an adult?	I am a 24 year old B. Tech graduate (2014). I am still unemployed and living at my parents. How should I proceed with my career?	0
162509	74053	252976	Why US makes such a fuss about Crimea? Since when the inner affairs of Ukraine is of any concern of US?	Why is what is happening in Ukraine of any foreign policy concern to the US?	0
162510	80419	252977	How do you remember the book you read?	How do I remember excerpts from the book you are reading?	0
162511	50535	36847	How is black money curbed with the ban of 1000 rupee notes and introducing new 500 and 2000 rupee notes?	How will the India demonetization of 500 and 1000 rupees notes will reduce black money?	1
162512	252978	252979	I messed up my first semester of grade 9 but I have decided to take AP classes and do the best throughout high school, can I get in ivy league?	What do I say if I am going to college for exam subjects?	0
162513	252980	252981	What is the role of the Bear Flag Republic in the history of the United States of America?	History of the United States: How is the role of the Church different in Plymouth than in Jamestown?	0
162514	252982	252983	People say love happens only once. If it happens again, will it not be the same as the first?	If love can happen only once (as many people say), Don't the people with more than one spouse love equally?	0
162515	252984	252985	Which type of schools do you need to attend to work in a daycare?	What type of schools do you need to attend to work in a daycare?	1
162516	252986	252987	Is it true that it is almost impossible to get a US visa if you have an Iranian stamp in your passport?	Will my H1-B approval remain valid if I get a new passport as the visa was approved on the old one? (I am yet to get the stamping done.)	0
162517	192221	138075	I am not good at making decisions, I always rely on other things even for meager situations. How can I improve my decision making power?	How can I improve my decision making skill?	1
162518	25362	188254	What is a good Python framework for building a RESTful API?	How to build REST API using PHP?	0
162519	85558	252988	How do I download a video from any website?	Which is the best software for PC to download videos from any website?	1
162520	81541	252989	What is Diaspora?	What is meaning of diaspora?	1
162521	164897	252990	How can I be a cold hearted person?	How can I become a cold hearted person?	1
162522	27205	115373	Is Trump still going to build a wall a make Mexico pay for it?	How will Donald Trump make Mexico pay for the wall? Why does it make sense that Mexico will pay? Will Mexico do it?	1
162523	48295	252991	Can I make money on Quora?	Can we make money in Quora?	1
162524	252992	252993	What would you attempt to do if you knew you could not succeed?	What would you do if you knew you could not fail?	0
162525	252994	252995	Why do liberals call conservatives racist when all we want is a border wall to keep illegals out?	How is Donald Trump’s proposal to build a wall on the Mexico border racist?	0
162526	3338	252996	What are some of your favorite sayings?	What is your favorite saying from where you are from?	1
162527	252997	252998	Why did Google remove Palestine from Google Maps?	Should Google add Palestine to Google Maps?	0
162528	252999	253000	What is the clear and concise description of Sewage treatment plant?	How do I file money suit in India?	0
162529	253001	253002	How many percent is Geert Wilders Indonesian?	How did a country as tolerant as the Netherlands elect Geert Wilders?	0
162530	253003	253004	What are some recipes using cornstarch?	What recipes use cornstarch?	1
162531	253005	253006	What will future energy look like?	What is future of energy?	0
