id	qid1	qid2	question1	question2	is_duplicate
113263	113342	90409	How do I see who has watched my story on Snapchat?	What does it mean when I can see someone's story on Snapchat but not their score?	0
113264	109667	185156	Which is a good online course for studying distributed systems? Video lectures, preferred.	What are some good video lectures to learn distributed systems?	1
113265	185157	185158	I'm freaking out about having to pay child support. I hear some stories about men pretty much being slaves while the mother of the child is living in paradise. What are the challenges I'm going to face ?	If you found out a child you have been paying child support for years is NOT yours (Wife lied), do you still have to pay? Can you sue?	0
113266	185159	185160	What is the best TV advertisement based on the concept, story and the direction?	Why don't books use ads and TV does?	0
113267	2675	13216	What do you think of the decision by the Indian Government to demonetize 500 and 1000 rupee notes?	What do you think about RBI's new move of banning 500 and 1000 notes?	1
113268	185161	185162	What are some strange unheard facts about mosquitoes and house flies?	What are some interesting facts about mosquito?	1
113269	185163	185164	What company dubbed Hollywood movies in Tamil?	Is the brain more like a traditional computer, or more like a quantum computer?	0
113270	185165	185166	Why do Silicon Valley male billionaires choose average-looking wives?	What is the average salary for a family of 4 to live comfortably in Silicon Valley?	0
113271	185167	185168	"How can you improve the question ""Is it true and than why the growth of a black hole stops around 50 billion solar masses?""?"	What is the cost of making apps for cab booking starts fron small scale than extend it on large scale?	0
113272	185169	185170	This guy on Instagram keeps following me and unfollowing me. Should I block him? What's his deal?	This guy keeps sending me lemon emojis, what do they mean?	0
113273	5902	8119	What are the safety precautions on handling shotguns proposed by the NRA in Illinois?	What are the safety precautions on handling shotguns proposed by the NRA in Alabama and every other state, territory and possession in the U.S.?	1
113274	185171	185172	What is it like working for the asian development bank? Are you happy? Why or why not?	What is it like to be an investment banker?	0
113275	185173	185174	If I score 130 IQ (SD 15) as a 15 year old on a 18 year old test, how much would I score as a 18 year old on the same test?	Say I got an IQ of 130 as a 15 year old, what IQ score should I then expect to get when I turn 18 years old assuming I grow up healthy?	1
113276	185175	185176	Why does this “Cold War thinking” still not obsolete?	Why does “Cold War thinking” still not obsolete?	1
113277	185177	185178	What does “high five” mean?	How often can I high-five myself?	0
113278	64045	185179	What will happen to the Sun when it dies?	What will happen if sun dies?	1
113279	179014	185180	Can a pet bird be trained to live without a cage and not fly away?	Is it cruel to keep pet birds?	0
113280	185181	117346	What is a suitable solar panel installation provider in Biggs, California CA?	What is a suitable solar panel installation provider near Three Rivers, California CA?	0
113281	21938	185182	How safe is Papua New Guinea, and how does it's crime rate compare to Argentina's?	How safe is Papua New Guinea, and how does it's crime rate compare to Belgium's?	0
113282	185183	185184	How long do hard boiled eggs last if not refrigerated?	How can you make hard boiled eggs last longer unrefrigerated?	1
113283	185185	185186	How should I prepare inorganic and organic chemistry for the class 12 CBSE boards?	How do I study chemistry for the CBSE 12?	0
113284	185187	185188	How much money does an author make from a best-selling book?	How much money do mid-range fiction authors make?	0
113285	185189	185190	G.I. Jane (1997 movie): What is the point of the literary speech that the Master Chief gives at the first muster?	What was the first movie trilogy ever?	0
113286	185191	185192	Women empowerment is the leading cause of divorce rate in India?	"What is ""Jehovah Complex""?"	0
113287	130755	185193	When will Gotham season 2 be in Australia?	What is your review of Gotham Season 1 Episode 2 (Selina Kyle)?	0
113288	185194	12432	Where can I get legit online IQ test?	What is the best free online IQ test?	1
113289	185195	185196	What is the word used for the psychological treatment by faith in medicine?	Why alcohol is used in medicines?	0
113290	12062	30195	How do I start learning c language?	How do I install and start up C programming language?	1
113291	185197	185198	Why is Elon Musk held to such a high regard?	Why do people think Elon Musk is brilliant?	1
113292	185199	185200	Why do they insist on putting the IV infusion in the hand and not on the arm in hospital wards, as they do in the OR and ER?	Is it standard practice to start an IV when someone is admitted to the ER?	0
113293	185201	185202	Why was the philosopher Anaximander's statue defaced?	Peter Singer: What would you say is the role of a philosopher in this modern world and how is being a philosopher different now from early-mid 1900's?	0
113294	24792	33093	What are the resolutions you are going to take for the upcoming New year 2017?	What are your New Year resolutions for the upcoming year 2017?	1
113295	185203	185204	How do I deal with life when I am feeling alone and sad?	How do you deal with a loveless life?	0
113296	185205	185206	Is it normal to be extremely motivated for few months and extremely depressed for few months?	Do you feel extreme regret while depressed?	0
113297	50527	93635	What are some things new employees should know going into their first day at CSC?	What are some things new employees should know going into their first day at PPL?	0
113298	185207	185208	What front end projects would make employer impressed and get me hired?	Is Tenerife, Canary Islands a good choice for digital nomads?	0
113299	88346	185209	What is the difference between 128 kbps and 320 kbps MP3 files?	How do you play MP3 files on a CD player?	0
113300	185210	185211	What are some examples of 3 stanzas in poems?	What are some examples of poem with 3 stanzas?	1
113301	185212	185213	Is Fascism numismatic?	What is the destiny of people who were before Jesus?	0
113302	185214	185215	How can I join an NGO in Kolkata?	How can I join an NGO?	0
113303	4488	185216	Which are the best onlime companies in India?	Which is the best company in India?	0
113304	185217	185218	How do I get myself into a study routine?	How do I schedule my study routine?	0
113305	76658	185219	Are there any videos of Nikola Tesla?	Who was Nikola Tesla?	0
113306	185220	185221	What evolved into Homo sapiens?	How did homo sapiens evolve consciousness?	0
113307	185222	185223	Why are American men wearing curly mustaches and beards, don't they have testicles?	Do you provide any discount/incentive?	0
113308	185224	185225	Why can't the United States apologize for bombing Hiroshima and Nagasaki?	Is the United States bombing of Hiroshima and Nagasaki forgivable?	0
113309	877	4367	What are your views on ban of 500 and 1000 rupee notes in India?	What do you think about banning 500 and 1000 rupee notes in India?	1
113310	21675	185226	What are some good entrepreneurial/startup ideas?	What are some interesting startup ideas?	1
113311	185227	185228	Is it okay to lose virginity at 15?	Is it okay to lose virginity at 16?	0
113312	185229	169298	"What is the clearest and most concise way to define the word ""verb""?"	"What is the clearest and most concise way to define the word ""noun""?"	0
113313	185230	185231	Will Hindus go to Hell or Heaven?	If I abuse God but do no evil, will I go to heaven or hell?	0
113314	185232	185233	Who are some writers on Quora worth following?	Who are the best writers on Quora to follow and why?	1
113315	185234	840	"What's a ""bucket list""?"	What's your bucket list?	0
113316	21231	9932	How do I get over my porn addiction?	What`s the best way to get rid of porn addiction?	1
113317	185235	185236	After I learn HTML, CSS and Javascript what should I learn?	What should I learn after HTML, CSS, JavaScript?	1
113318	185237	185238	Can I use my wife's car to drive for Uber if the car is just in her name?	Can I add my wife's car to my Uber account?	1
113319	10587	185239	Is a secret recording admissible in court?	How do I keep my court case private and out of public record?	0
113320	185240	185241	Is Modi government tighten the nut in Kashmir over seperatists?	My US passport expires within 6 months and I'm going to Mexico and returning back to the US before it expires. Will I have problems at the border?	0
113321	151954	185242	What is the best dream anyone has ever had?	Have you ever had a dream that seemed to predict the future?	0
113322	185243	185244	How can I get VTU provisional degree certificate?	How do I get certified copies of degree certificate for vtu?	0
113323	185245	56293	How do I determine my IQ?	How do you know your IQ?	1
113324	12638	18296	Why do folks ask questions on Quora that a Google search could answer faster and more accurately?	Why do some people on QUORA ask questions that they can easily findout on Google?	1
113325	19657	185246	How can I develop photographic memory skills?	How do you develop photographic memory?	1
113326	185247	185248	Why did Putin intervene in Syria?	Why did Russia intervene in Syria?	1
113327	185249	185250	Is it true that all vacant seats for CS at MIT Pune were put into management quota & no one was considered for branch change on merit basis(2nd year)?	Are there any seats allotted under 'Management Quota', 'Minister's Quota' or similar at IITs? Is it possible for a very very rich guy to get into an IIT by skipping the actual process?	0
113328	4446	7919	How did you learn to speak English?	How can I learn English well？?	1
113329	185251	185252	Is it morally right to have friends with benefits?	Is it immoral to have friends with benefits?	1
113330	185253	185254	What is the difference between a 4th gen and a 5th gen Apple MacBook?	Which is the best laptop for CSE student in 30k. I  am also confused between i3 5th gen or i5 4th gen in this price range, is ASUS a good option?	0
113331	185255	185256	If we learn from our mistakes, then why are we always afraid to make mistakes?	If we learn from our mistakes,why are we always afraid to make a mistake?	1
113332	185257	134228	Is it true that the upcoming 2000rs and 500rs notes are going to come along with a ncp chip?	What are going to be the new characteristics in the new 500Rs and 2000Rs notes?	1
113333	185258	185259	What is a source or link of a detailed explanation on the bag-of-words algorithm and how it works?	How do I do sentiment analysis using bag of words?	0
113334	185260	135985	How could I focus on my studies?	What should I do to focus on study?	1
113335	3790	8828	What is funniest joke you've ever heard?	What is the funniest joke you ever heard?	1
113336	185261	185262	What is Quora Community?	What should the Quora community be called?	0
113337	122282	185263	What is latest technologies?	What is the latest technological Innovation?	0
113338	185264	185265	Can it hurt a military officer's career if he makes an unpopular decision as a member of a panel in a court-martial?	Marrying an IAS officer, even if he asks for 25lacs as dowry will be a good decision for a good future. Should I reconsider?	0
113339	185266	185267	How is buzzd.com doing?	How is Thinkvidya.com doing?	0
113340	185268	185269	What are Ramdev Baba's view on Rajiv Radheshyam Dixit's death?	Who killed Rajiv Dixit?	0
113341	43097	30048	What will be your new year resolution for 2017 and your plan of execution?	What is your New Year's resolution for 2017?	1
113342	185270	185271	Gambling: Whats the best and most successful roulette system?	What is the best Gambling strategy?	0
113343	10535	94794	What are Some of the best gadgets on 2016?	What is the best gadget of 2016?	1
113344	185272	185273	What is the greatest book ever written?	What is the most overrated book ever written?	0
113345	4188	5138	How should I stop being an introvert?	What can an introvert do to become an extrovert & vice-versa?	0
113346	8428	29413	How will demonetization of ‎₹1000 and ‎₹500 notes will help curb the rampant black currency in India?	How will issuing of new 2000 Rs notes help curb black money and corruption?	1
113347	159432	185274	Is it possible to know which device is using most of data when connected to Wifi?	Is it possible to use WiFi connection that is too far from my laptop?	0
113348	30708	101877	What are some cool psychological hacks?	What are some Psychology hacks?	1
113349	185275	185276	What are capture cards?	What do capture cards do?	1
113350	185277	138629	How to search by license plate?	Is it possible to find an owner of a car by license plate?	1
113351	185278	185279	How can I unlock my iPhone 6?	How do you unlock an iPhone 6?	1
113352	167804	185280	What would you do if you're married but in love with someone else?	Should I marry the love of my life or marry someone else from my religion/stay single as my parents wish?	0
113353	185281	185282	What is the difference between the common and the statute law?	What is the difference between statute and law?	0
113354	185283	185284	Can I borrow money for upfront rent cost in NYC?	Can people who move to other countries ever develop the proper accent of the country they move to?	0
113355	6897	20152	What was there before the Universe?	What existed before the Big Bang?	1
113356	88500	7632	What is your most embarrassing moment ever?	What are the most embarassing moment in life?	1
113357	12009	96715	What is the right procedure to make green tea?	How can we make green tea?	1
113358	20628	1886	What should I do to earn money online?	How can I earn money on internet?	1
113359	185285	185286	Person of Indian origin education in India?	Were the voting machines rigged, given that all Republicans did better than the polls’ forecast?	0
113360	185287	113332	What are some good alternatives of torrent for downloading TV series and Movies?	Is there anything else other than torrent to download TV series and movies?	1
113361	185288	185289	How do I hack WPA2-WPS Wi-Fi easily?	How do I get in contact with the Anonymous hackers?	0
113362	185290	185291	How did the Qin dynasty unify China?	What dynasty built the Great Wall of China?	0
113363	9355	19572	Is Donald Trump fit to be the President of the United States? Why or why not?	Would Donald Trump make a good U.S president? Why or why not?	1
113364	185292	185293	Who gives the best events information?	Who gives the best event information in the Hyderabad?	0
113365	185294	185295	What is the best city to live in the United States, other than NYC, LA, Chicago, or Miami?	What is the best city in the U.S. to move to?	0
113366	185296	185297	What is the best prank you pulled on your kid?	What best prank have you pulled in school?	0
113367	185298	185299	Is there actually a pay gap between men and women?	Is there a pay gap or an earnings gap between men and women? Either way, can anyone prove it's mostly because of sexism?	1
113368	185300	185301	Is it necessary to use calcitonin nasal spray for fracture? I have a fracture at the tip of lateral malleolus. I am currently on calcium tbs and painkillers.	What I can do with SEM fracture?	0
113369	185302	185303	What courses does the University of Pretoria offer?	What courses are offered at the University of Pretoria?	1
113370	185304	185305	What are some simple ways to improve my GPA?	How can you clock a fastball without the use of a radar gun?	0
113371	185306	185307	Why does Haiti keep French (alongside Haitian Creole) as an official language and doesn't switch to English (and Haitian Creole)?	Is it time for Haiti to embrace the English language as a primary language?	0
113372	185308	71014	Which is a suitable solar panel installation provider in Lomita, California CA?	Which is a suitable solar panel installation provider in Albany, California CA?	0
113373	9931	17965	How can one overcome porn addiction?	How did you overcome porn addiction?	1
113374	177094	164698	How can I learn iOS?	How do you learn to develop iOS apps?	1
113375	185309	185310	What is the objective and method of the role technology in third party logistics?	What is the objective and method of the role technology in third party logistics services?	1
113376	185311	185312	What is the ideal weight for a 20-year-old woman who is 5 foot 4 inches tall?	"I am 23 year old female. My height is 5'1"". My weight is 44 kgs. What can be ideal weight for me?"	0
113377	185313	185314	What are 10 things non-gamers always get wrong about gamers?	What is it like to live with / get married to a non-gamer being a gamer (and vice-versa)?	0
113378	120495	185315	What does rabbit meat taste like?	What does squirrel meat taste like?	0
113379	185316	185317	What do you call the locality search function in a website?	What is the local search feature?	0
113380	185318	185319	As quran says, Is the Earth really flat?	Does the Qur'an say that the Earth is flat?	1
113381	62661	185320	"Why are toilets called ""W.C."" in China?"	What is Bio Toilet?	0
113382	185321	185322	Where should I go for an MCA in Pune or Mumbai: VESIT or MITSOM?	Which is the best college among VESIT SPIT and K.J. Somaiya for MCA?	0
113383	185323	185324	Is there any voice recording of Ludwig Wittgenstein?	Are there any known video or audio clips of Ludwig Wittgenstein?	1
113384	185325	50719	Can I get pregnant through oral sex?	Can you get pregnant from oral sex?	1
113385	41522	185326	How can I stay fit with out going gym?	How to build a fit and strong body without going to the gym?	1
113386	185327	185328	What should I do after learning Java core as per today's demand?	What should I do after learning Java core?	1
113387	185329	75905	What is natural satellites?	What are the natural satellites of earth?	0
113388	185330	185331	I am an executive MBA student.I want to do live project in Operation Research, how should I proceed? Where will I get information?	Why do javelin throwers wear belts?	0
113389	151470	65787	How do I prepare for ibps po interview?	How shall I prepare for IBPS PO 2016 interview?	1
113390	185332	185333	Where are the Facebook servers located worldwide?	Where is Facebook data center located in India?	0
113391	185334	185335	How can one describe the Ruby Play Button that PewDiePie received from YouTube?	Which player Manchester City need to sign in next transfer window?	0
113392	185336	185337	What certification paths are good for a UI Developer career?	I'm trying to pursue a career in front-end web development. I already studied HTML and CSS. Is it a good path learning Dreamweaver and Wordpress?	0
113393	185338	185339	What car did Vin Diesel drive in Fast and Furious 7?	What car did Sung Kang drive in Fast and Furious 7?	0
113394	185340	185341	What are the legal implications of driving with a suspended drivers license in New York?	Are there any image-tweets datasets (text tweets with images attached) available for research?	0
113395	185342	185343	How do I measure the blood pressure of a person with no arms & no legs?	Is my left arm tingly from poor blood pressure?	0
113396	185344	185345	"Was it actually possible to keep Hiroshi Ouchi ""alive"" longer after the exposure?"	Is it possible to lose belly fat after age 35?	0
113397	185346	185347	What is the difference between voltage, potential difference and current?	What is the difference between voltage and current in details?	0
113398	32335	185348	Does shaving make facial hair grow faster?	Why do some schools force teenagers to shave facial hair?	0
113399	185349	148238	What are some ideas which transformed ordinary people into millionaires?	What are some things ordinary people know but millionaires don't?	1
113400	185350	185351	If you woke up during a Zombie Apocalypse, which five Quora members would you want in your crew and why?	If you could choose 4 Quora members to be part of your 5 person Zombie Apocalypse Survival Team, who would they be and why?	0
113401	54037	113000	How do I start learning programming while having a full time job?	Where should I start learning to program?	1
113402	185352	185353	"What is the meaning behind the song ""Purple Rain""?"	"What is ""purple rain""?"	0
113403	185354	185355	How can I usefully/entertainingly/ spend the upcoming three days holiday (10, 11, 12 Oct 2015) in Japan?	How should I spend three days in Galway?	0
113404	185356	185357	Which is the most reliable courier service in India?	Which is the cheapest courier service in India?	0
113405	51721	12349	How do you get rid of acne scars on your chest?	"""How do I get rid of acne and acne…?"	1
113406	118330	185358	What are some awesome things to do in Bombay that are not in the standard guide books?	What are some awesome things to do in Istanbul that are not in the standard guide books?	0
113407	91946	185359	What powers does the president of India have?	What are the powers of president of India?	1
113408	185360	185361	Paid for pan card but forgot to send documents what to do?	Can I do pan card documents verification at uti banks?	0
113409	185362	105005	How much does past academic affect placement in b school. Is past academics also considered for short-listing students for placements in IIMS?	How much does past academic affect placement in b school. Is past academics also considered for short-listing students for placements in IIMs, FMS etc?	0
113410	32868	4628	What should I do to control my anger?	What's the best method to control anger?	1
113411	65082	185363	Why do you live your life?	Why do you live a life?	1
113412	185364	185365	Can any one become a financial broker?	Which universities is better Egyptian or Russian ones?	0
113413	8400	14168	What is the best way to learn how to hack (whitehat)?	Which is the best way to learn hacking?	1
113414	185366	185367	Is a car with a 1.2 liter engine automatically slower/less powerful than a 1.4 liter engine? If not what other factors are there that impact on this?	What can a 2.4 L engine power?	0
113415	125057	185368	How do you unmerge questions on Quora?	How do you merge questions on Quora?	0
113416	185369	185370	How can I make money with blogging from blogspot?	How can one make money blogging from Blogspot?	1
113417	185371	168379	Which country has the least genetically diverse population in the world?	Which country has the most ethnically diverse population in the world?	0
113418	72419	24555	Why won't my Instagram suggestions (search history) go away even after I deleted them?	How do l see who viewed my videos on Instagram?	0
113419	3892	185372	How many states and union territories are there in India?	Do we have elections in Union territories?	0
113420	53324	12719	What are the safety precautions on handling shotguns proposed by the NRA in Maine?	What are the safety precautions on handling shotguns proposed by the NRA in Kansas?	1
113421	185373	111611	What are the implications for Indian Navy and India with the recent massive sensitive document leak of Scorpene submarines?	What is Scorpene submarine data leak?	0
113422	33228	185374	Do you scream on roller coasters?	Why do people scream on roller coasters, but not on planes?	0
113423	37861	37875	If Trump becomes President, how will it affect India?	If Donald Trump becomes the president of USA, how will it affect India?	1
113424	24548	65422	What is the QuickBooks support phone number?	Which is the best QuickBooks Tech Support Number in North Dakota?	1
113425	185375	185376	What are the benefits of a British citizenship over an Indian citizenship?	What is fastest way to get British citizenship?	0
113426	108610	79678	Is it safe to browse the dark web?	What is Deep Dark Web? Is it safe to surf it?	1
113427	185377	185378	Do I need a computer to set up WiFi?	How do you set up WiFi without the need of a computer?	0
113428	185379	185380	How does blood spatter help solve a crime?	I am also impossible to forget you, this does not mean that I do not want you Stay with me p least a friend?	0
113429	185381	93468	Do people get paid for giving answers on Quora or is this just a passion?	Is it true you get paid to answer Quora Questions?	1
113430	98680	133068	How does someone start their own country?	How can I start my own country?	1
113431	185382	73241	Top sites to download Hollywood movies?	Which are the best websites to download Hollywood films?	1
113432	185383	185384	Who benefits most from Samsung note 7 explosions, Google or Apple?	Why does Ladder Logic fall short when tasks become complex and why isn't it the best for modular PLC programming?	0
113433	185385	185386	I think about a girl constantly. I will never have her and it's unhealthy, how do I stop this?	I'm 18 years old and she is 3 years older. She has a kid and I've never wanted kids, but I still want her. How can I stop thinking about this girl?	0
113434	55278	100355	What happens to matter that enters a black hole?	What happens to matter when it gets sucked by a black hole?	1
113435	185387	185388	Information about credit control of rapo rate in India?	What are the pros and cons of living in Montrose, Colorado?	0
113436	185389	185390	How can a paradox exist?	Are there paradoxes in real life?	0
113437	185391	185392	Why is Quora full of RSS and Modi bhakts?	Why is Quora full of Bhakts and practically no improvement on ground is visible?	0
113438	28792	80090	What are the common first signs of pregnancy? How can I tell if I'm pregnant? What are the symptoms?	What are common early pregnancy symptoms or signs that make you feel you may be pregnant?	1
113439	185393	185394	What are the best book in preparation for bank exams?	Which is the best book for preparing bank exam -clerical?	0
113440	185395	185396	From where can I learn the logics of basic C++ programs?	Where can I learn the basics of programming?	0
113441	11408	3877	Which is the best programming language for a beginner to learn?	What is the best programming language to learn(in your opinion)?	1
113442	13069	40700	What does it mean when your period is three days late?	What does 4 days late on my period mean?	1
113443	185397	185398	How do I research in computer science at mphil?	What are some tips for academic research in computer science?	0
113444	34523	39242	If universe is expanding without a limit and dark and vacuum energy are created as it expands?	If universe is expanding without a limit and dark and vacuum energy are created as it expands…?	1
113445	185399	185400	What is your favorite short story and why?	What are your favorite Couch Surfing stories?	0
113446	185401	185402	Which is the best web development company in Kolkata?	What are the best web development companies in Kolkata?	1
113447	185403	185404	Home Renovation: What is more heat resistant: granite or silestone?	How is neoprene heat resistant?	0
113448	6380	42620	What are the possible ways to commit suicide?	What is a sure way to commit suicide?	1
113449	53590	83731	What is the best place to visit in Kerala in June?	Which is best place to stay and visit in Kerala?	1
113450	185405	185406	Is on-line gambling legal in Cuba?	Where is online gambling legal?	0
113451	185407	185408	What was on IMDb's Top 250 in 2012?	What was on IMDb's Top 250 in 2014?	0
113452	64429	4367	What do you think about Narendra Modi's decision about banning 500Rs & 1000Rs notes? And what will be the effects, Do this make corruption free India?	What do you think about banning 500 and 1000 rupee notes in India?	1
113453	185409	185410	What is it like to live in Mykonos, Greece?	What is it like to live in Greece?	0
113454	185411	15843	Is there any possible way to find out who made an Instagram account?	How do I recover a hacked instagram?	0
113455	185412	185413	How can I download paid Udemy videos for free?	How do I download a watermark-free video from makewebvideo.com for free?	0
113456	185414	30928	Do you think demonetization will lead to end of Black Money in India?	Do you think the demonetization affected black money holders?	1
113457	161249	185415	What are some apps similar to Psiphon?	Is there any other app like drony (except psiphone) which works well on lollipop 5.0?	0
113458	185416	185417	Did anyone from India studying in CBSE get admission into UCL?	How can a Nepalese student studying in India get admission in FMS, Delhi?	0
113459	185418	167771	What will happen if I fell into a black hole?	What would happen if I fell into a black hole?	1
113460	67622	185419	What is the difference between bond, equity, share, and debenture?	What is the difference between equity and debentures?	0
113461	185420	6653	How can I grow taller fast at 17?	Does milk make you grow taller?	0
113462	127168	185421	Should you crop Pitbull ears?	Should I crop my American pitbull terrier's ears?	1
113463	185422	185423	How much would it cost to construct 800 sqft area RCC slab?	What is the cost of construction of filler slab roof?	0
113464	185424	33641	How much human language can dogs understand?	How can dogs understand human language?	1
113465	185425	185426	I don't know what's wrong with my Instagram. Whenever I'm trying to upload any photo, it appears with a black line. How do I solve this?	This girl said I'm not really pretty and that I don't look like my Instagram pictures, which I don't modify. Is she just trying to be mean?	0
113466	55350	21839	Which are the best movies in the world?	Which is best movie in history?	1
113467	64685	185427	How much does an astronaut working on the ISS get paid?	How do astronauts pee in zero gravity on the ISS?	0
113468	185428	185429	Pick up joints Mumbai?	What are some points which will help me win my debate?	0
113469	185430	185431	What are the best thing about Indians?	"What are the 5 things about India that we should be proud of, and what are the 5 things about India that we should ""not"" be proud of?"	0
113470	185432	185433	Is self love selfish?	What is selfishness?	0
113471	185434	185435	How do apps make money?	How does apps make money?	1
113472	185436	120462	What are some laws that should be made to control the high levels of animal trafficking in India?	What are some laws that should be made to control the high levels of animal trafficking in Indonesia?	0
113473	185437	185438	What universities does Century Bank recruit new grads from? What majors are they looking for?	What universities does Christopher & banks recruit new grads from? What majors are they looking for?	0
113474	185439	185440	How do you read binary code?	Are there any humans who do understand executable binary code?	0
113475	18172	3062	What are the prophecies of world war 3 and will it actually happen?	How close is a World War III?	1
113476	185441	185442	How can I get inspired to write a masterpiece?	How do I get inspired to write tragedies?	0
113477	7913	153807	What's your favorite scene from a TV show, and why?	What is your favourite scene from a TV show?	1
113478	185443	185444	How do you get Under the Hood in Google Chrome?	"How do you get ""Under the Hood"" in Google Chrome?"	1
113479	185445	185446	In ASOIAF, does Robb Stark have a baby out there with his wife who was not at the red wedding in the books?	What is meant by “mean resisting torque” in the turning moment diagram?	0
113480	86908	77551	Do the blind dream?	What does blind people see in their dreams?	1
113481	185447	185448	Was there ever a person born with 2 left or 2 right hands?	Why can't we do our regular activities as briskly with the left hand as we do with our right? (Assuming a right handed person of course!)	0
113482	185449	185450	What is the scope of BDS in India and abroad?	What is the scope of BDS in India?	1
113483	185451	185452	How can I find an internship in consulting?	How do I find an internship?	0
113484	185453	3168	Where can you find a free online TI-84 graphing calculator?	How do you put notes in a TI-84 Plus?	0
113485	185454	185455	How does the fossil record show the common descent of organisms in agreement with the Theory of Evolution?	What is the best evidence for evolution by common descent in the fossil record?	1
113486	8037	12852	How do you make money online?	How can I start to make money online?	1
113487	185456	85137	How is the economics faculty at the BITS Pilani campuses?	How much is the total fee of BITS Pilani per annum for a B.Tech course?	0
113488	185457	185458	Why didn't Google integrate Allo into Messenger or Hangout?	What does academic year 2016-2017 mean? Most University says estimated tution cost for 20__ academic year.How many semester or year are there in it?	0
113489	185459	185460	What's the value of the gravitational constant?	Why is the value of the gravitational constant what it is?	1
113490	185461	185462	What other lignt signal part can I add besides the original on a 1982 Toyota Celica GTS?	Is Hillary a good fit as a CEO for a Fortune 500 company?	0
113491	185463	185464	What is the difference between bid quantity and offer quantity in stock market?	What is stock market and its different segment?	0
113492	185465	185466	What are all good exams for Mechanical Engineers other than GATE and Engineering service exam?	What are other engineering exams like GATE, IES, ISRO that help to recruit in some good companies?	0
113493	185467	185468	How can I make handmade cards?	How can I choose handmade gifts?	0
113494	129826	185469	I am unable to tag people on Instagram. Why?	What tags do users who like to read search for on instagram?	0
113495	185470	146456	How do I see how many views I've gotten for each of my answers on Quora?	How do I get more views on my answers in Quora?	0
113496	185471	185472	Is the reason white women are attracted to black men when they get older because they are initially afraid of them as children?	How do men feel when their wife cheat on them? Are they as jealous as women?	0
113497	185473	6103	How can I get clean from smoking crystal meth In 72 hours?	How do I get meth out of my system from smoking it instantly?	1
113498	185474	39942	What are the most exciting places to see in Germany as a tourist? Why?	What are the most exciting places to see in Singapore as a tourist? Why?	0
113499	185475	185476	What is the most irritating question ever asked to you?	What is the most tricky question ever asked?	0
113500	185477	185478	Why is the US president elected only twice?	I have Saturn in 10th house and Jupiter in 3rd house.Sun mercury and mars are together in 5th house. kindly help finding my career path in compt exam?	0
113501	185479	185480	What can be the reasons for discontinuation of 500 and 1000 rupee notes? What can be the future effects of it?	What are the short term & long term effects of discontinuing Rupees 500 & 1000 notes? How will it tackle corruption?	1
113502	148394	125857	What is the best book of SSC CGL?	Books for SSC CGL?	1
113503	185481	185482	Is it easy to get a job after graduation at the Imperial College control department?	If an IIT graduate does not get a job in the campus placements, what are his options after graduation?	0
113504	185483	185484	How do you get a girl to ask you out?	How do you get a guy you just met to ask you out?	0
113505	185485	185486	What are some good computer tricks that are not commonly known?	What are some good unknown computer hacks?	1
113506	185487	185488	I am working on a venture to establish a digital health fund. Which areas in healthcare are likely prone for digitialization, disruption and scale?	Is it worthwhile for an adviser to keep working on his/her old research topics in which there is no funding and provide funding to PhD students in areas where he/she has a little or no expertise?	0
113507	185489	185490	How do I debug a virtual machine OS with gdb debugger?	What is the best sex power enhauncer?	0
113508	185491	185492	Are winds higher pressure air?	When I share my posts on Facebook below the post it shows a name of which is the designer of the theme how to remove that name?	0
113509	7798	74090	What should I do to make an Android app?	Are there any Android apps to make an Android app?	0
113510	124724	149856	What are the most exciting places to see in Russia as a tourist? Why?	What are the most exciting places to see in Canada as a tourist? Why?	0
113511	185493	185494	Why does the stress strain curve of mild steel suddenly falls after higher yield point?	How can upper yield point in stress strain curve of mild steel be avoided?	0
113512	87105	62251	What food do I give a pitweiler puppy?	What are the best food brands for a Husky puppy?	1
113513	37202	185495	Why is New York City the greatest city in the world?	What makes New York City the greatest city in the world?	1
113514	52305	155140	Why should Muslims support uniform civil code?	What is Uniform Civil Code and why Muslims are opposing it?	1
113515	185496	185497	How do plant cells undergo cell division without centrioles?	How do plant cells undergo mitosis without centrosomes?	1
113516	185498	4465	How can I improve my English grammar? Also recommend a good English grammar book, please.	What can I do to improve my English Grammar?	1
113517	185499	29395	What is the black knight satellite?	What are some facts about the Black Knight Satellite?	1
113518	1072	185500	What is the problem with controlled fusion?	What is Fusion?	0
113519	185501	185502	Business Analyst (associate) Vs Consultant. What are the main differences in day to day work and responsibilities?	What are the work responsibilities of an associate technical consultant?	0
113520	22551	185503	What has been your most embarrassing moment from childhood?	What is the most embarrassing moment of your childhood?	1
113521	185504	185505	What are different communication protocols used in embedded systems?	Which are the protocols commonly used by two hardwares to communicate with each other in embedded systems?	1
113522	185506	185507	Do you have marketing jobs in cannada?	What are all of the two percent or three percent cash back credit cards out there? Please list all of them currently existing in us market.	0
113523	185508	55324	What are some things about the Northern United States that would come as a culture shock to a Southerner?	What is it like to be a Southerner in the Northern United States?	0
113524	185509	185510	How do l hack wifi password?	How can I crack a WiFi router password? How can I hack my mother's WiFi?	1
113525	185511	185512	What are the most ridiculous clothes?	What are the most ridiculous clichés?	0
113526	6480	4550	What is your New Year’s Resolution(s) for 2017?	What are your 2017 New Year’s resolution(s)?	1
