id	qid1	qid2	question1	question2	is_duplicate
104265	172167	172168	What have you learned from Quora? And how Quora changed your life?	What have you learned from Quora that has led you to make a change in your life?	0
104266	172169	172170	Did ancient India have a form of currency? If so, what was it and how was it developed?	How is modern India different from ancient India (not on the basis of technological development)? Is this change good?	0
104267	172171	172172	What are my job opportunities?	What are the job opportunitis?	1
104268	172173	172174	Is there an advantage for l1 a visa holder in getting green card as compared to l1 b visa holders?	As a director in an IT company in India, I need to travel to USA twice a quarter. I was told I should get an L1 visa. Can I apply for green card?	0
104269	172175	172176	What is the way to find expired dates of products from Germany?	Why is there an expiration date on sour cream?	0
104270	15832	155358	What are some of the best Hindi short films?	What are some of the best Hindi short films on youtube?	1
104271	153714	172177	What is the most surprising secret someone has revealed to you?	Which societal changes in the last 500/1000 years would be most surprising to someone who lived before?	0
104272	172178	172179	What happens when the center of gravity of the body is lowered?	What's the difference between the centre of gravity and the centre of mass?	0
104273	172180	172181	Are the Dalits/Scheduled-Castes, religious majority or minority, in the Bharatiyan/Indian country?	Is the Shudra Caste the same as Dalits (Untouchables)?	0
104274	172182	172183	Is there any loophole in goods and service tax?	What is goods and service tax?	0
104275	172184	172185	Will Bernie Sanders run again for the office of the President of the United States?	Is Bernie Sanders going to run again?	1
104276	12717	12851	What are the various ways through which one can earn money online?	How can I earn money online?	1
104277	172186	172187	If I am studying cs engineering, will I be able to study only cse in mtech too?	I am thinking of taking up biotechnology as my branch in B.tech. I just want to know if it involves too much cramming and few analytical studies, since I am not good with rote learning.	0
104278	172188	172189	Are there any US life insurance companies that sell policies to non-US citizens?	If you are a non-resident US citizen but a resident of Italy for the past 30 years, and want to sell stock from a US company in the US, do you have to pay taxes in the US or Italy?	0
104279	172190	172191	What is dry mustard powder?	What is dry mustard?	0
104280	172192	172193	Is it possible to locate someone house location using Google map?	What is Fred Quinby famous for?	0
104281	172194	172195	Probability (statistics): How many different groups of 4 can I create from 28 people?	In how many ways can a group of 10 people be divided into three groups consisting of 4,3, and 3 people?	0
104282	172196	172197	What improves a sexual experience other than a feeling of love?	What do U.K. Labour Party voters think about the American working class?	0
104283	172198	172199	Game of thrones questions?	Why does Amitabh Bachchan need to act when all his films flop?	0
104284	172200	172201	Will Indonesia become a superpower?	Can Indonesia be a superpower?	1
104285	172202	172203	Is it good to drink milk after exercising?	Is it healthy to drink milk after lunch?	0
104286	172204	172205	Why did Pixar make Finding Nemo?	What is the inspiration behind Pixar's Finding Nemo?	1
104287	172206	172207	If you miss a little heroin in your arm not vein can that hurt you?	If you fantasise about your close friend, does that mean you are a little in love with them?	0
104288	90646	172208	What can you eat on a 500 calories per day diet?	How dangerous is the 500 calories-a-day diet?	0
104289	157279	161565	What are top five companies to invest in mutual fund in India?	What is the best mutual fund to invest for a long term in India?	1
104290	172209	172210	How does microeconomics relate to macroeconomics?	How would you compare and contrast microeconomics and macroeconomics?	1
104291	172211	172212	Which book is best book for physics?	Which is the best book to clear physics' basic concepts?	0
104292	172213	172214	Why are there severe scars on Darth Vader's face in The Return of the Jedi, whereas in Revenge of the Sith, Vader's face gets burned and not scarred?	How awkward would it have been if Darth Vader lived through Return of the Jedi?	0
104293	36461	44584	Who viewed my profile on Instagram?	Can you see who view your Instagram?	1
104294	172215	172216	Do mainland Chinese people realize that their government has no control over Taiwan?	Do Chinese (especially the only in mainland China) people agree to most your government's decision? If not how do you voice your displeasure?	0
104295	172217	87060	How do I recover deleted files with the KeepSafe application?	How do I recover files from App Vault?	0
104296	172218	172219	What do you do when you suffer from lack of sleep?	Can you die from lack of sleep?	0
104297	172220	172221	What are exothermic reactions? What are some examples?	What are exothermic reactions? What are their uses?	0
104298	172222	172223	Are police jurisdictions divided by state or city in the USA?	Can I be a actress without my parents help?	0
104299	798	172224	How could start with open source development?	How do I start contributing to Open source coding?	1
104300	172225	172226	"What is the poem ""After a Rainstorm"" by Robert Wrigley?"	THREE RELATED questions AND ANSWERS ABOUT the Early Economic Ideas: of Plato, Aristotle1, Kautilya, Aquinas?	0
104301	52016	172227	If my Windows laptop were stolen, how easy would it be for the thieves to hack the password?	I forgot the password for my external hard-drive. How can I get the files off the drive?	0
104302	172228	172229	Whom and what has it vomited in the world on the water territory sovereignty illegal ruling on SCS by a Private Temporary Arbitration in Hague?	Is it illegal to smoke Marijuana on private property in NY? And what are the dates on future reform?	0
104303	172230	172231	Why can't most people live to 100?	Why can't many people live past 100?	1
104304	172232	172233	Does cgpa matters?	Does CGPA matter in B.Tech?	0
104305	172234	172235	Why did the US and Europe not intervene when China reoccupied Tibet?	How come no countries helped Tibet when China invaded?	0
104306	20086	172236	What is the cutoff for IIIT Hyderabad in 2016?	What was cutoff of iiit hyderabad ug course in 2016?	1
104307	172237	172238	What is the smallest cranial nerve?	Which cranial nerve has the longest intracranial course?	0
104308	172239	172240	Why does a VLAN interface need an IP address?	What is VLAN? What is the advantage of it over LAN?	0
104309	172241	172242	How did the Nazi who works at the Auschwitz concentration camp deal with their job?	What would happen if ISIS made concentration camps?	0
104310	172243	172244	What is a good way to create a tridiagonal matrix in matlab?	How do I create tridiagonal matrix in MATLAB?	1
104311	172245	172246	What are the good things that happened in India which most people are unaware of in 2016?	What are the good things happened/happening to India which most people are unaware of?	0
104312	172247	172248	How is life in IIIT Hyderabad?	Life after IIIT Hyderabad?	0
104313	172249	172250	How do I prepare for MICAT?	What are the basic tips for preparation of MICAT?	0
104314	172251	172252	How do I apply for the company Byju’s (Think & Learn) online?	What is Think & Learn Pvt. Ltd. and What is BYJU'S-The Learning App? How are they different?	0
104315	172253	172254	If you have unlimited cash supply what job will satisfy you?	Apparently eth is virtually unlimited in terms of supply. So where does it derive its value?	0
104316	172255	172256	What are the best countries to study for a master's degree in civil engineering, with good employment opportunities?	Which are the Best countries for Civil engineering job opportunities?	1
104317	75518	172257	What is the next number in the series?	What are the next 2 numbers in this series: -5, 3, -2, 1, -1, 0?	0
104318	172258	172259	How did you learn Photoshop?	How do I learn photoshop?	1
104319	172260	172261	What is the use of switch statements in C programming?	How do I write a C program to print 'S' in 15 rows and 18 columns using if and for statements?	0
104320	172262	172263	"Does he still like me after I ""rejected"" him?"	I have been rejected by my crush but I still catch him looking at me. Could he be interested?	0
104321	172264	172265	If you could be all knowing in one subject, what would that subject be and why?	What Indian colleges of medicine/universities that teach general medicine would you recommend for international students?	0
104322	40265	172266	What are the best websites to download movies and tv series without using torrents?	What are the best Russian movies and TV series of the 21st century?	0
104323	172267	172268	How do I recover Pictures from my deleted Facebook account?	How do I recover a deleted Facebook account?	0
104324	172269	48831	I never signed up for this Quora account. How do I delete this account?	How do I delete my Quora caccount permanently?	1
104325	172270	172271	What is the history of continuous compounding?	What is the proof for the continuously compounded interest formula?	0
104326	172272	172273	Why smoking weed is illegal in India?	Why is smoking weed illegal?	0
104327	135463	172274	What should be my new year resolution?	What are your New Year's resolutions for 2016?	0
104328	172275	172276	What's your favourite hummus recipe?	What is your favourite recipe?	0
104329	117545	172277	Which is the best mobile network in udaipur?	Which is the best mobile network in gujarat?	0
104330	53294	144999	How should one start learning Python programming for electronics applications?	How can I start learning Python's language?	1
104331	68833	172278	Is Hillary Clinton secretly paying Donald Trump to throw the election?	Is Donald Trump secretly working for Hillary by intentionally acting stupid so that people vote for Hillary and if so, why?	1
104332	172279	172280	What is it like to be an unwanted child?	What is it like raising an unwanted child?	0
104333	172281	172282	Where was the kingsguard when Tommen died?	How does Tommen die?	0
104334	101878	57300	What is the best laptop under 25000 in India?	What will be best laptop Under 25000 INR ?	1
104335	172283	172284	How do you track a FedEx package without a tracking number?	How do you track a package down from FedEx without a tracking number?	1
104336	172285	172286	Should I buy Civ IV or Civ V?	Which civs are in CIV IV?	0
104337	172287	172288	Why does India have a Hindu majority even after being ruled by Muslims for 1000 years?	When will my child be ready to ride his bike to school?	0
104338	26757	172289	Do guys think skinny girls are the most attractive?	Is it common for girls to think most girls are prettier than most guys?	0
104339	172290	172291	What are some things new employees should know going into their first day at Kilroy Realty?	What are some things new employees should know going into their first day at Realty Income?	0
104340	172292	172293	How does WhatsApp know Indian mobile numbers require 10 digits?	I want to know number of whatsapp users in jaipur? Please help	0
104341	172294	172295	What is the daily schedule of a male cadet in the Officers Training Academy of Chennai?	What are the daily schedule in IIT?	0
104342	172296	172297	What are some useful techniques for bookmarking a webpage?	What is bookmark? How to use it?	0
104343	172298	172299	How can I navigate faster in vim?	What is the point to learn and use vim by just coding faster than 1 to 2 seconds than other editors?	0
104344	172300	172301	How do I find a Persian/Iranian girlfriend in the U.S. if I’m not Persian/Iranian?	"Are all Iranians ""Persian""?"	0
104345	172302	172303	Have you ever been mugged?	Have you ever been mugged? If so what happened?	1
104346	172304	172305	What is plasticizers?	What is plasticity in psychology?	0
104347	172306	151525	What's the best birthday gift for my husband?	What is a good birthday gift?	0
104348	172307	172308	How many times has Michael Jordan been held below double digits in a game in his career?	How many times in NBA playoff history has a team won their first playoff game in the same series they won their first playoff series?	0
104349	172309	172310	Who did Nikesh Arora leave his wife for?	What is Nikesh Arora like in person?	0
104350	172311	172312	What are some of the most interesting questions formulated by an artificial intelligence?	Is artificial intelligence a smart idea?	0
104351	59302	142541	Why is India failing so miserably in the 2016 Rio Olympics?	Why India is not able to perform well in Rio Olympic 2016 as compare to London and Beijing Olympics?	1
104352	172313	172314	How did Jake Williams get inside Prince Charles' helicopter?	How did Jake Williams get a ride in Prince Charles's helicopter?	1
104353	35640	172315	How can we find out dt the the erson is on another call or not in imo video call? Whts the diff between available stauts and online status	If someone calls me and I add another person to the call, how do I end their call with out disconnecting my original call? (3-way calling)	0
104354	110816	18656	How can I ask questions over here?	How do I post here?	1
104355	172316	172317	I hate the new Quora interface, who can I give feedback to?	How do I contact and give feedback to Quora?	1
104356	172318	172319	What was the worst phase in your life?	What is the worst phase of life?	0
104357	172320	149905	What are some things new employees should know going into their first day at McDonald's?	What are some things new employees should know going into their first day at Zendesk?	0
104358	172321	172322	I have a Western digital external hard disk, which I locked with the provided WDUnlocker, but since it is not getting detected in my TV I wanted to remove the password and found no way to do that. What is a way out?	I want to buy an external hard disk. Should I buy 1 TB or 2 TB?	0
104359	172323	172324	What is mass colonialism?	What exactly is mass communication?	0
104360	172325	150969	What's your lame superpower?	What lame things do programmers often argue about?	0
104361	35585	141709	What is www.Konstruktor.com?	What is www.newgrounds.com?	0
104362	172326	172327	Which is a better choice: a MacBook Pro 2016 or 2015?	Should I buy a MacBook pro or wait for 2016 release?	1
104363	172328	172329	Adapted Chinese American females?	How long did it take to build Amazon.com?	0
104364	172330	172331	If Donald Trump decides to withdraw from the Paris Climate Change Agreement, what are the chances that the humanity will die due to global warming?	What consequences could the United States face if Donald Trump decides to withdraw from the Paris Climate Change Agreement?	1
104365	172332	172333	What is it like to work on software-defined networking?	What is it like to work as a software-defined networking engineer?	0
104366	172334	172335	Is it impossible to be on the Mr. Olympia stage without taking any drugs?	Is it compulsory to give the online test for JEE?	0
104367	4950	18276	How come people on Quora ask questions here, when they can get them on Google and why is Quora just a question/answer site, will it expand?	Why do people put ridiculous questions on Quora when they can just Google them? Huh, Huh, Huh :-/	1
104368	172336	172337	"Where can I find the book ""Diamonds in Mathematical Inequalities""?"	Which is the best mathematics book?	0
104369	172338	172339	What is the importance of Triangle inequality?	How do I understand triangle inequality?	0
104370	172340	172341	What are the risk after angioplasty?	Is it necessary to take medicine for an angioplasty?	0
104371	10359	28430	How banning 500 and 1000 rupee can affect black money?	How will demonetization of 500 and 1000 rupee notes stop corruption?	1
104372	172342	172343	What is the highest Snapchat score?	Why is SnapChat popular?	0
104373	172344	172345	What does Wall Street mean?	What is it like to be a Wall Street intern?	0
104374	172346	172347	How do I solve the differential equation [math]\frac{dy}{dx}=\frac{y-3}{y^2+x^2}[/math]?	How do I solve this differential equation [math]\displaystyle\frac{dy}{dx} - \frac{y}{2x}=x \cos\frac{x}{y}[/math]?	0
104375	172348	168843	What are some interesting Sharia laws?	What is Islamic Shariah law?	0
104376	135624	172349	Why is a number divided by zero infinity?	Why is any number divided by infinity zero?	0
104377	172350	172351	Can you see yourself during lucid dreaming?	Does lucid dreaming really work?	0
104378	50827	172352	How many watts are equal to 1 unit in an electricity bill?	How many watts does 1kva equal to?	0
104379	172353	172354	What is the topology of the universe and is it worthy to represent the complement of solar system in the universe as a big CW space?	Does every Indian girl have a crush in her teen age?	0
104380	172355	172356	How would you feel if a girl replies in single words always when you are typing paragraphs while chatting?	Why can people feel each other's mood while chatting online via words?	0
104381	172357	172358	Who should win the Ballon d'Or in 2014 and why?	Who should win Ballon d'Or for 2014?	1
104382	172359	172360	As the aircraft descends to a lower altitude, is it's true airspeed higher, lower or the same as it's indicated airspeed?	Do Pilots even use the navigation computer to know what their speed is when they cant trust their True Airspeed indicators?	0
104383	172361	172362	How can I make hard water from distilled water?	How can I convert hard water to soft water?	0
104384	172363	172364	"What does ""molal elevation constant"" mean? How is it applied in chemistry?"	What is an ester in chemistry means?	0
104385	172365	172366	What is it like to be part of a royal family?	How do royal families' lineages work?	0
104386	75912	172367	Why does the Earth have a magnetic field?	What is the reason for existence of Earth's magnetic field?	1
104387	172368	61511	How do you deal with a stranger being nasty to you?	How do I deal with nasty people?	0
104388	172369	172370	How do I start web designing? What are the cheapest ways for web designing?	What is the best way to start web design?	1
104389	62870	134093	Why was I unable to complete my hepatobiliary iminodiacetic acid scan for my gallbladder?	Why did my laptop battery suddenly become completely unable able to charge at all?	0
104390	172371	28792	Recently I got really really angry and I peed my pants. Is this a common occurrence?	What are the common first signs of pregnancy? How can I tell if I'm pregnant? What are the symptoms?	0
104391	172372	172373	Which is better and why: Canon STM or USM lenses?	Which Canon lenses should I get with the 750D or the 760D?	0
104392	5742	7169	How possible is it to get pregnant one day after my 3 day period?	Can I get pregnant 3 days after period if I bled for not even a full 3 days?	1
104393	168740	599	What's the meaning of life?	What's are the meaning of life?	1
104394	172374	125268	What is the true story behind the conflict in Syria?	What is happening in Syria?	0
104395	172375	172376	Do IITs take final year students as summer interns?	I am a first year student at IIT Kanpur. How can I best utilize my summer?	0
104396	172377	172378	What are the best educational apps for class11 science students?	Which is best educational app for MBA students?	0
104397	172379	172380	Can IFS officers (rich-inherited) buy a property in the countries he is posted in? Is there any restrictions?	Software or Application to search mobile number of peoples using whatsup by name and address?	0
104398	96651	172381	Are you proud of yourself? Why?	Are you proud of who you are, why?	1
104399	172382	172383	"What's the famous ""tampon"" scene in Fifty Shades of Grey?"	What is Christian Grey's backstory in Fifty Shades?	0
104400	172384	60100	How should I care for 6-week-old puppies?	How should I care for 3-week-old German Shepherd puppies?	0
104401	84069	172385	I got an IQ of 191. What does it mean?	What is the interpretation of a 117 score IQ test?	0
104402	60339	132172	Did India do surgical strikes inside POK ?	Did India really carry out surgical strikes?	1
104403	81341	12694	What is the safe and best investment?	What is best investment option?	0
104404	151022	172386	What are some lesser-known sights to see when visiting Plzeň, Czech Republic?	What are some lesser-known sights to see when visiting Brno, Czech Republic?	0
104405	172387	172388	What kind of part time job can I, a college student get?	What kind of part-time job can college students do?	1
104406	172389	172390	How can I negotiate cheap, flat rate shipping with Canada Post for my new e-commerce business when I don't know how many sales I'll make in a year?	How can I get seed funding for my e-commerce business plan when all I can present to seed investors is a rough plan/idea?	0
104407	21117	172391	How do I get dreams?	How do I not dream?	0
104408	24251	172392	How do I get a Fake ID in India?	How do I get a fake ID in Denmark?	0
104409	32927	172393	Which country has the most beautiful girls? Why?	What country has the most beautiful people?	1
104410	127638	1782	What is the best interview question?	What are the best interview questions to ask?	1
104411	172394	172395	What are the greatest melancholic piano pieces?	What are some of the most unique classical piano pieces?	0
104412	172396	172397	Why did the Byzantine record the name of Osman Ghazi as Otoman?	What are some of the greatest contributions Turkic people have made to the world?	0
104413	172398	172399	Which companies have the best developers in API documentation?	Which companies have the best developers website and API documentation?	0
104414	49010	172400	Do ghosts really exists?	Is there any ghosts in real life?	1
104415	172401	172402	Who are website designers?	Are there any websites with designs that you like?	0
104416	172403	172404	Can an Uber rider select a different Uber driver?	As an Uber driver, how do I find riders?	0
104417	172405	77057	How can I read Quora offline?	Is there any way to read Quora offline?	1
104418	51674	172406	What it is like to touch the boobs of a woman for the first time?	How does a male feel while touching a boob?	0
104419	172407	172408	How do I deal with ignorant and defensive people?	How do we deal with defensive people on the Internet?	1
104420	172409	172410	What's the law in India if you collided with a domestic animal on the road which comes out of nowhere? Who'll be on fault, owner of the animal or you?	If you are in the middle of nowhere with a group of friends, what do you do if you accidentally injure a wild animal?	0
104421	172411	172412	What is the best seasoning for fish?	What is a good seasoning for fish?	1
104422	172413	172414	How do you buy an orphaned brand from a corporate parent?	Is Casio is a good brand to buy a watch?	0
104423	172415	172416	How bad is a Jeep Wrangler for travelling and long trips?	What are some cool features of the Jeep Wrangler?	0
104424	172417	172418	How likely is it that the EU will break up?	Will the EU break up?	1
104425	172419	172420	Why did he stare in my eyes pretty long time without smiling?	What actually happens when we are unknowingly staring at someone without blinking our eyes?	0
104426	172421	172422	How is TCS for a fresher Chartered Accountant?	How is TCS for a fresher as a chartered accountant?	1
104427	132219	172423	What is the time difference between India and USA?	Together me and my wife earns 21 lakhs in India, Now Iam getting an offer of $125K from a US company. Is it worth moving to US as single earner?	0
104428	172424	172425	What does the blue reflectors on the road do?	What are blue road reflectors?	1
104429	1811	61456	Why was cyrus mistry removed?	Why has the Tata Sons Board voted to remove Cyrus Mistry as chairman?	1
104430	172426	172427	What are sexy eyes?	Can a teenage girl being horny be sexy in a guys mind?	0
104431	172428	172429	What are some good introductory books on politics?	What are the best introductory books on economics?	0
104432	172430	172431	How are moles formed in our body? Does it have any mythological meaning?	How are moles formed on our body?	1
104433	149859	25033	Is our new currency note of Rs.2000 equipped with nano GPS chips?	Is the new 2000 Rupees note GPS enabled?	1
104434	172432	172433	What occurs during anaphase? What are some examples?	What occurs during anaphase?	1
104435	172434	172435	What is the difference between a valve and a port?	What is the optimum RPM at which I should change gears in my Skoda Laura 1.9 TDI (2007)?	0
104436	28148	79887	Why do ideas appear easier while taking a shower?	Why do some people get their best ideas while in the shower?	1
104437	172436	172437	Can emotions be controlled, the same way we control our thoughts or actions?	How do I become better at controlling emotions?	0
104438	172438	172439	How long is Google developer id valid?	If Putin became the President of the US, would the life of an average American change for the better?	0
104439	172440	172441	"What does this phrase mean: ""But can they do it on a cold rainy night in Stoke""?"	"What does the phrase ""hear, hear"" mean?"	0
104440	64797	158239	What would Planet 9 be like?	What is Planet X?	0
104441	172442	172443	How do you format a Nokia 5800?	How can you format a Nokia 5800?	1
104442	144734	42081	How can you substitute milk in a pancake recipe?	What can you substitute for milk in cooking?	0
104443	172444	43379	How is the word 'corroborate' used in a sentence?	How is the word 'quibble' used in a sentence?	0
104444	172445	172446	How do barrier islands work? How are they formed?	How do barrier islands form and why don't they disappear?	1
104445	172447	172448	What projects should every entry-level Java programmer have in their portfolio?	I'm an entry level programmer in Core Java. Which sites can be useful to improve my programming skills?	0
104446	172449	172450	Is Olenna Tyrell the mother or grandmother of Margaery? And where is everyone else -- Margaery's mother, father, grandfather, etc.?	Why was Margaery Tyrell consuming Moon tea in book 5 even though she is *supposedly* a maiden?	0
104447	172451	172452	Can snakes breathe through their mouths?	Can all animals breath through their nose and their mouth?	0
104448	172453	172454	How do I clear concepts of physics?	How do I introduce an idea or concept clearly? (read description)?	0
104449	172455	172456	What can I used as a middle name 4 genesis?	Apprentice leader in musigma?	0
104450	172457	172458	What movie sequels are better than the originals?	Are there any film sequels that are better than the original?	1
104451	172459	172460	Can Google Assistant run on OnePlus 3T?	How can I exchange my OnePlus 3 (15days old) for OnePlus 3t?	0
104452	172461	99586	How can i recover sd card if its not getting formatted?	How do I recover photos / videos / files accidentally deleted from an SD / microSD / CF / memory Stick Duo / USB memory card / Pen Drive?	0
104453	172462	172463	How should a 17-year-old invest time?	How should a 17-year-old invest their time?	1
104454	148429	172464	What universities does Intuit recruit new grads from? What majors are they looking for?	What universities does Walmart recruit new grads from? What majors are they looking for?	0
104455	172465	172466	What does a medical examiner assistant do?	What is it like to be a medical examiner?	0
104456	172467	172468	What's your opinion on GMO products? Do you feel they're bad the for consumers? Why or why not?	What is your opinion on GMO products? Do you support it?	1
104457	172469	172470	What is the impact of Brexit on Indian economy?	What is effect of BREXIT on Indian economy?	1
104458	103795	53094	I like a girl who has a boyfriend and really likes him. What do I do?	A girl that I like, who shall remain nameless, has a boyfriend that she met on Kik. I'm really sad now, what should I do?	1
104459	59992	1355	What is the enlightenment?	What is the essence of enlightenment?	0
104460	172471	172472	What are the best mixes for Ciroc?	Did Sean Combs create and found Ciroc vodka?	0
104461	172473	172474	Passport printing action initiated. How long do they take to print it? Its been 4 days I got that msg	How much commision does ShopClues charges for wholesale?	0
104462	172475	172476	What should I use to test pH and how?	What is the epistemology of the narrative therapy?	0
104463	172477	172478	Getting started from child theme or one click import the demo template?	2003 5.7engine trying to put in a 95 chevy tahoe how to it?	0
104464	172479	172480	How do you make a 3D snowflake?	How can we make a 3D snowflake?	1
104465	172481	172482	What stage of the hype cycle is Bitcoin currently at (2016)?	What is the biggest threat to Bitcoin in 2016?	0
104466	28482	172483	Do you like to help strangers? Why?	Why do so many people look down on me for being a plumber?	0
104467	16253	133193	How can one earn money on Quora?	How can you earn a living on Quora?	1
104468	33293	141304	What are the advantages of the decision taken by the Government of India to scrap out 500 and 1000 rupees notes?	Why did GOI demobilise 500 and 1000 rupee notes?	1
104469	165249	156872	How can I download YouTube videos & audios?	What is the best way to download a YouTube video?	1
104470	172484	45361	What are some of your best life experiences?	What is your worst experience in life?	0
104471	20105	6800	How can I earn money online easily?	How can I make money online consistently?	1
104472	172485	172486	Which are better as pets: dogs or cats?	Are cats better guard dogs than dogs?	0
104473	172487	172488	I am in class 12 and want to go to ISRO. How can I do this?	I am a class 12 commerce student with mathematics and I want to work in Google. What should I do after 12?	0
104474	172489	172490	Anyone using Wishopoly.com?	Does anyone use this?	0
104475	172491	172492	Is there any way to grow my hair back?	How can I grow my hair back?	0
104476	172493	172494	Was Hitler good or bad?	Was Hitler a bad person?	1
104477	172495	172496	Why some Indian students stop building things after getting a placement offer?	What are the few best courses HR professionals can take, for those who are interested into IT as well?	0
104478	172497	172498	Why are cats so overprotective?	How do you know if your cat is overprotective?	1
104479	172499	172500	"What does ""creation myth needs a devil"" mean?"	Why do we need devils?	0
104480	172501	172502	What does it mean when part of your bowel movements is black?	Is it ethical to have bowel movements in the washroom of my workplace?	0
104481	68548	172503	"French (language): What is the best English translation for ""la vie en rose?"""	"What songs are similar to Cristin Milioti's ""La Vie en Rose""?"	0
104482	172504	172505	What do women think about the morality of women wearing revealing clothing?	Why do women wear revealing clothing?	0
104483	172506	172507	What jobs can I get with a major in business administration?	What jobs can you get with any degree in business administration?	0
104484	60405	172508	How can I unfollow everyone I'm following on Instagram?	What would be the best way to unfollow all on Instagram?	1
104485	172509	172510	What are some ways to empathize?	How do you empathize with people?	0
104486	81944	161819	What if I tell you that earth is flat?	Let's say I don't believe the world is round. How can one prove the world is round to me?	0
104487	172511	172512	What is best to do to recover from a cheating spouse?	Marraige: How do you recover from your spouses infidelity?	1
104488	161867	172513	What makes us to say that we are alive?	What makes us alive? How do we die?	0
104489	172514	172515	How many teeth does a 9-year-old have?	How many teeth should a 7-year-old have?	0
104490	172516	172517	How do we learn to use Emacs?	Why should we use Emacs?	0
104491	172518	172519	How has BitTorrent as a protocol evolved over time?	What are the best BitTorrent sources for music?	0
104492	172520	172521	Why does Quora consistently changing its interface?	Why does Quora keep changing its interface?	1
104493	172522	172523	I want to backup my phone contacts to my Gmail account. Which free Android app can I use?	What is a good free Android app to backup WhatsApp conversations to email?	0
104494	172524	172525	What is the compensators?	What are the compensation requirements?	0
104495	172526	172527	What are some energetic words for a person who shifts from Tirupur to Chennai?	What are some energetic words for a person who shifts from Chennai to Tirupur?	0
104496	92493	172528	What is better JSP or Javascript?	Which is better and why, .NET or JavaScript?	0
104497	172529	172530	What is difference between friendship and relationship?	What is the difference between love and friendship?	0
104498	18743	73477	What are the best places to visit in Kerala for 3 to 4 days?	What are the best off-the-beaten-path places in Kerala for a tourist?	1
104499	172531	46300	What are the strongest majors in terms of job prospects and what are the weakest majors at CCNY?	What are the strongest majors in terms of job prospects and what are the weakest majors at CMU?	0
104500	172532	172533	Should I buy business plan on teespy.com?	What are business continuity plans?	0
104501	4447	146	How can I learn to speak a fluent English?	How can I learn to speak English fluently?	1
104502	172534	172535	Can a student be more knowledgeable than a teacher?	Can a student know more than his/her teacher?	1
104503	172536	172537	What applications can correctly read RPT files produced via an export using Microsoft SQL Management Studio?	What are some reviews of SQL Server Management Studio?	0
104504	43164	172538	Where do i start if i want to specialize in affiliate marketing ?	How can I start affiliate marketing?	0
104505	32634	143801	What are different ways to deal with social anxiety?	What are the best ways for dealing with social anxiety?	1
104506	172539	172540	Where can I buy trade cider online?	Where can I buy craft cider online?	0
104507	172541	172542	What are some best screenshots ever taken?	What are the best screenshots taken?	1
104508	98782	8102	How can I loose 5kgs weight in a week without exercise?	How can I lose weight in a month without doing exercise?	1
104509	82890	114821	I used a fake email and phone number for Snapchat and I forgot my password how can I get it back?	What do I do if I don't know my Snapchat password or email to it?	1
104510	172543	172544	What are some good places to spend your holidays when you are single and travel alone?	I have planned a vacation to Bali. Given the fact that Indonesia is a Muslim country, should I be worried about being captured by the ISIS in any way?	0
104511	172545	94060	What is the method to format write protected pendrive?	What are the methods to format a write-protected USB flash drive?	0
104512	172546	172547	What are the benefits of doing an MBA after getting an undergraduate degree in agriculture?	What are the benefits of doing an MBA after getting an undergraduate degree in anthropology?	0
104513	172548	172549	What are the best restaurants near NC State's campus?	What do you think of Lenovo laptop GT-61?	0
104514	172550	172551	How much sleep does a 15 year old need?	How much sleep does a 17 year old need?	0
104515	64042	128683	What is the process to recover permanently deleted e-mails from Gmail?	How do I retrieve gmail mails which are deleted from trash?	0
104516	172552	172553	"Factual answer to question ""In your educated opinion, how much truth is there in the International Jewish Conspiracy?"" is continually blocked why?"	In your educated opinion, how much truth is there in the International Jewish Conspiracy?	1
104517	172554	172555	How can we see dreams?	How can I see the dream of my choice?	0
104518	172556	172557	Why do many people shake their leg involuntarily, or while thinking?	How many people in this world do you think are putting up a show?	0
104519	172558	172559	What are involuntary muscles? What do involuntary muscles do?	If I tell a Catholic bishop that a priest has harmed me, should I also tell him that I can back up my claims?	0
104520	157416	88159	How can I restore a mobile-number only Facebook messenger account?	How do I delete the Facebook Messenger account from an iPhone without the Facebook account?	1
104521	172560	172561	Is GDP a good measure of a nation's wealth/stability/etc?	How do you know when the debt/GDP ratio will stabilize?	0
104522	172562	172563	Why can't we produce oxygen like trees from CO2 and reduce global warming?	Why can't we produce oxygen like trees and reduce global warming?	1
104523	172564	172565	How do you protect yourself from mosquitoes?	What is the best way to protect our skin from mosquito bites?	1
104524	172566	172567	Will we ever truly explain the results of the double slit experiment?	Could someone explain the double slit experiment?	0
104525	172568	172569	When can employees exercise their stock options in a company?	When should you exercise Employee Stock Options?	1
104526	172570	172571	Which is the best book to learn robotics from a beginner level (step by step)?	What are the steps to learn robotics from basic level?	1
104527	36682	172572	What are the adjectives from A to Z that I can use to describe a girl?	What adjective would you use to describe this photo?	0
104528	82904	172573	What motivates students to pursue research career in math at premier places like CMI ISI .Did their parents support their decisions in this engg era?	How do students these days score more than what their parents or grandparents did even though they didn't have distractions like gadgets at that time?	0
104529	172574	172575	Who is the strongest video game villain storywise?	Which video game character/villain did you want to kill/defeat the most?	0
104530	172576	172577	In 50 years, who will be revered more greatly: Bill Gates or Steve Jobs?	Who is more successful: Steve Jobs or Bill Gates?	1
104531	121891	172578	What is multimedia computing?	What is multimedia?	0
104532	172579	172580	How does molecular motion relate to temperature?	At what temperature does molecular motion cease?	0
